id,id_Key,Date_Proc,Lat_GMTCO,Lon_GMTCO,Date_Mscan,Date_LTZ,Temp_BB,Temp_Bkg,ESF_BB,RHI,RH,Methane_EQ,CO2_EQ,Area_Pixel,Area_BB,Cloud_Mask,QF_Fit,QF_Detect,Rad_DNB,Rad_M07,Rad_M08,Rad_M10,Rad_M11,Rad_M12,Rad_M13,Rad_M14,Rad_M15,Rad_M16,Tran_DNB,Tran_M07,Tran_M08,Tran_M10,Tran_M11,Tran_M12,Tran_M13,Tran_M14,Tran_M15,Tran_M16,PThm_M12,PThm_M13,PThm_M14,PThm_M15,PThm_M16,QF1_DNB,QF1_M07,QF1_M08,QF1_M10,QF_M11,QF1_M12,QF1_M13,QF1_M14,QF1_M15,QF1_M16,COT_IVCOP,EPS_IVCOP,QF1_IVCOP,QF2_IVCOP,QF3_IVCOP,DN_M10,Sample_M10,Line_M10,Sample_BT,Line_BT,Sample_DNB,Line_DNB,Lat_DNB,Lon_DNB,Dist_DNB,Thr_M07,Thr_M08,Thr_M10,Thr_M11,Thr_M16,SOLZ_GMTCO,SOLA_GMTCO,SATZ_GMTCO,SATA_GMTCO,SCVX_GMTCO,SCVY_GMTCO,SCVZ_GMTCO,SCPX_GMTCO,SCPY_GMTCO,SCPZ_GMTCO,SCAX_GMTCO,SCAY_GMTCO,SCAZ_GMTCO,QF1_GMTCO,QF2_GMTCO,QF1_VICMO,QF2_VICMO,QF3_VICMO,QF4_VICMO,QF5_VICMO,QF6_VICMO,Lat_Gring,Lon_Gring,CH_M12,CH_M13,File_M07,File_M08,File_M10,File_M11,File_M12,File_M13,File_M14,File_M15,File_M16,File_DNB,File_GDNB,File_GMTCO,File_GDNBO,File_VICMO,File_IVCOP,File_AC,Source_ID
95,x1137946E_y011191N_l0387_s2721_v30,2020/01/31 14:12:05,1.119090,113.794601,2020/01/31 18:26:39.408,2020-02-01 01:26:39.408,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,0,2305,4.37399e-06,0.00856405,0.0322517,0.0500105,-0.00543348,0.116204,0.214421,4.36586,5.19544,4.94467,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,999999,999999,999999,999999,69,2721,387,999999,999999,3371,383,1.118993,113.794052,0.0619829,0.0586187,0.125388,0.0485938,0.0241418,8.41215,148.782,122.959,56.6986,-81.3047,1514.46,739.17,-7345.03,-1.85138e+06,6.95894e+06,310282,-12.7789,3.47945,0.50832,128,0,0,0,0,0,0,0,7.066313;5.037895;2.846395;-2.142497;0.022045;2.064270,91.766022;105.461746;119.064445;117.930977;104.344841;90.707710,0.000000;0.000943;0.001212;0.016562;0.022621;0.058506;0.071230;0.125360;0.224732;0.294818;0.310303;0.379917;0.386852;0.417485;0.419235;0.419235;0.000000,0.000000;0.000623;0.000874;0.016870;0.024196;0.072278;0.089973;0.165411;0.313720;0.419394;0.444804;0.566926;0.580419;0.690241;0.728933;999999.000000;999999.000000,SVM07_npp_d20200131_t1825564_e1827206_b42809_c20200131194956666236_noac_ops.h5,SVM08_npp_d20200131_t1825564_e1827206_b42809_c20200131194956670241_noac_ops.h5,SVM10_npp_d20200131_t1825564_e1827206_b42809_c20200131194956598642_noac_ops.h5,SVM11_npp_d20200131_t1825564_e1827206_b42809_c20200131194956607224_noac_ops.h5,SVM12_npp_d20200131_t1825564_e1827206_b42809_c20200131194956614703_noac_ops.h5,SVM13_npp_d20200131_t1825564_e1827206_b42809_c20200131194956623073_noac_ops.h5,SVM14_npp_d20200131_t1825564_e1827206_b42809_c20200131194956633177_noac_ops.h5,SVM15_npp_d20200131_t1825564_e1827206_b42809_c20200131194956638443_noac_ops.h5,SVM16_npp_d20200131_t1825564_e1827206_b42809_c20200131194956642075_noac_ops.h5,SVDNB_npp_d20200131_t1825564_e1827206_b42809_c20200131194954299442_noac_ops.h5,GDNBO_npp_d20200131_t1825564_e1827206_b42809_c20200131194954287679_noac_ops.h5,GMTCO_npp_d20200131_t1825564_e1827206_b42809_c20200131194906577388_noac_ops.h5,GDNBO_npp_d20200131_t1825564_e1827206_b42809_c20200131194954287679_noac_ops.h5,VICMO_npp_d20200131_t1825564_e1827206_b42809_c20200131195023784543_noac_ops.h5,,,
97,x1154472E_y005722N_l0425_s2940_v30,2020/01/31 14:12:05,0.572221,115.447174,2020/01/31 18:26:42.966,2020-02-01 02:26:42.966,999999,999999,999999,999999,999999,999999,999999,999999,999999,3,0,2305,-4.51483e-06,-0.00106304,0.0292298,0.0526195,0.00505441,0.0952654,0.167984,3.77493,4.65751,4.49934,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,999999,999999,999999,999999,999999,71,2940,425,999999,999999,3626,425,0.574340,115.448860,0.301283,0.0586187,0.125388,0.0485938,0.0241418,8.41215,147.083,122.284,62.3426,-80.909,1521.81,712.114,-7346.16,-1.84598e+06,6.96152e+06,284142,-10.8302,6.66751,13.0153,128,0,14,129,1,3,0,7,7.066313;5.037895;2.846395;-2.142497;0.022045;2.064270,91.766022;105.461746;119.064445;117.930977;104.344841;90.707710,0.000000;0.000943;0.001212;0.016562;0.022621;0.058506;0.071230;0.125360;0.224732;0.294818;0.310303;0.379917;0.386852;0.417485;0.419235;0.419235;0.000000,0.000000;0.000623;0.000874;0.016870;0.024196;0.072278;0.089973;0.165411;0.313720;0.419394;0.444804;0.566926;0.580419;0.690241;0.728933;999999.000000;999999.000000,SVM07_npp_d20200131_t1825564_e1827206_b42809_c20200131194956666236_noac_ops.h5,SVM08_npp_d20200131_t1825564_e1827206_b42809_c20200131194956670241_noac_ops.h5,SVM10_npp_d20200131_t1825564_e1827206_b42809_c20200131194956598642_noac_ops.h5,SVM11_npp_d20200131_t1825564_e1827206_b42809_c20200131194956607224_noac_ops.h5,SVM12_npp_d20200131_t1825564_e1827206_b42809_c20200131194956614703_noac_ops.h5,SVM13_npp_d20200131_t1825564_e1827206_b42809_c20200131194956623073_noac_ops.h5,SVM14_npp_d20200131_t1825564_e1827206_b42809_c20200131194956633177_noac_ops.h5,SVM15_npp_d20200131_t1825564_e1827206_b42809_c20200131194956638443_noac_ops.h5,SVM16_npp_d20200131_t1825564_e1827206_b42809_c20200131194956642075_noac_ops.h5,SVDNB_npp_d20200131_t1825564_e1827206_b42809_c20200131194954299442_noac_ops.h5,GDNBO_npp_d20200131_t1825564_e1827206_b42809_c20200131194954287679_noac_ops.h5,GMTCO_npp_d20200131_t1825564_e1827206_b42809_c20200131194906577388_noac_ops.h5,GDNBO_npp_d20200131_t1825564_e1827206_b42809_c20200131194954287679_noac_ops.h5,VICMO_npp_d20200131_t1825564_e1827206_b42809_c20200131195023784543_noac_ops.h5,,,
99,x1123090E_y009316N_l0450_s2525_v30,2020/01/31 14:12:05,0.931626,112.309036,2020/01/31 18:26:46.525,2020-02-01 01:26:46.525,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,0,32768,4.21262e-06,0.00360614,-0.0130777,-0.00869199,0.0213689,0.235168,0.40956,5.7555,6.44371,5.87733,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,129,129,0,0,0,0,0,0,999999,999999,999999,999999,999999,24,2525,450,999999,999999,3162,447,0.928554,112.310150,0.363761,0.0423988,0.097534,0.0405668,0.020273,8.41215,149.888,124.56,51.1554,-81.4816,1529.13,685.046,-7347.19,-1.84055e+06,6.96401e+06,257999,-11.3917,6.52509,19.0289,128,0,0,0,0,0,0,0,7.066313;5.037895;2.846395;-2.142497;0.022045;2.064270,91.766022;105.461746;119.064445;117.930977;104.344841;90.707710,0.000000;0.000943;0.001212;0.016562;0.022621;0.058506;0.071230;0.125360;0.224732;0.294818;0.310303;0.379917;0.386852;0.417485;0.419235;0.419235;0.000000,0.000000;0.000623;0.000874;0.016870;0.024196;0.072278;0.089973;0.165411;0.313720;0.419394;0.444804;0.566926;0.580419;0.690241;0.728933;999999.000000;999999.000000,SVM07_npp_d20200131_t1825564_e1827206_b42809_c20200131194956666236_noac_ops.h5,SVM08_npp_d20200131_t1825564_e1827206_b42809_c20200131194956670241_noac_ops.h5,SVM10_npp_d20200131_t1825564_e1827206_b42809_c20200131194956598642_noac_ops.h5,SVM11_npp_d20200131_t1825564_e1827206_b42809_c20200131194956607224_noac_ops.h5,SVM12_npp_d20200131_t1825564_e1827206_b42809_c20200131194956614703_noac_ops.h5,SVM13_npp_d20200131_t1825564_e1827206_b42809_c20200131194956623073_noac_ops.h5,SVM14_npp_d20200131_t1825564_e1827206_b42809_c20200131194956633177_noac_ops.h5,SVM15_npp_d20200131_t1825564_e1827206_b42809_c20200131194956638443_noac_ops.h5,SVM16_npp_d20200131_t1825564_e1827206_b42809_c20200131194956642075_noac_ops.h5,SVDNB_npp_d20200131_t1825564_e1827206_b42809_c20200131194954299442_noac_ops.h5,GDNBO_npp_d20200131_t1825564_e1827206_b42809_c20200131194954287679_noac_ops.h5,GMTCO_npp_d20200131_t1825564_e1827206_b42809_c20200131194906577388_noac_ops.h5,GDNBO_npp_d20200131_t1825564_e1827206_b42809_c20200131194954287679_noac_ops.h5,VICMO_npp_d20200131_t1825564_e1827206_b42809_c20200131195023784543_noac_ops.h5,,,
100,x1139932E_y006596N_l0451_s2763_v30,2020/01/31 14:12:05,0.659599,113.993164,2020/01/31 18:26:46.525,2020-02-01 02:26:46.525,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,0,2305,9.24406e-06,0.0242646,-0.0312094,0.0500105,0.00621973,0.0762797,0.160149,4.28356,5.18451,5.07573,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,999999,999999,999999,999999,999999,69,2763,451,999999,999999,3414,447,0.659075,113.991562,0.187374,0.0586187,0.125388,0.0485938,0.0241418,8.41215,148.34,123.388,57.7452,-81.3593,1529.13,685.046,-7347.19,-1.84055e+06,6.96401e+06,257999,-11.3917,6.52509,19.0289,128,0,0,0,0,0,0,0,7.066313;5.037895;2.846395;-2.142497;0.022045;2.064270,91.766022;105.461746;119.064445;117.930977;104.344841;90.707710,0.000000;0.000943;0.001212;0.016562;0.022621;0.058506;0.071230;0.125360;0.224732;0.294818;0.310303;0.379917;0.386852;0.417485;0.419235;0.419235;0.000000,0.000000;0.000623;0.000874;0.016870;0.024196;0.072278;0.089973;0.165411;0.313720;0.419394;0.444804;0.566926;0.580419;0.690241;0.728933;999999.000000;999999.000000,SVM07_npp_d20200131_t1825564_e1827206_b42809_c20200131194956666236_noac_ops.h5,SVM08_npp_d20200131_t1825564_e1827206_b42809_c20200131194956670241_noac_ops.h5,SVM10_npp_d20200131_t1825564_e1827206_b42809_c20200131194956598642_noac_ops.h5,SVM11_npp_d20200131_t1825564_e1827206_b42809_c20200131194956607224_noac_ops.h5,SVM12_npp_d20200131_t1825564_e1827206_b42809_c20200131194956614703_noac_ops.h5,SVM13_npp_d20200131_t1825564_e1827206_b42809_c20200131194956623073_noac_ops.h5,SVM14_npp_d20200131_t1825564_e1827206_b42809_c20200131194956633177_noac_ops.h5,SVM15_npp_d20200131_t1825564_e1827206_b42809_c20200131194956638443_noac_ops.h5,SVM16_npp_d20200131_t1825564_e1827206_b42809_c20200131194956642075_noac_ops.h5,SVDNB_npp_d20200131_t1825564_e1827206_b42809_c20200131194954299442_noac_ops.h5,GDNBO_npp_d20200131_t1825564_e1827206_b42809_c20200131194954287679_noac_ops.h5,GMTCO_npp_d20200131_t1825564_e1827206_b42809_c20200131194906577388_noac_ops.h5,GDNBO_npp_d20200131_t1825564_e1827206_b42809_c20200131194954287679_noac_ops.h5,VICMO_npp_d20200131_t1825564_e1827206_b42809_c20200131195023784543_noac_ops.h5,,,
104,x1150037E_y000169N_l0520_s2905_v30,2020/01/31 14:12:05,0.016895,115.003731,2020/01/31 18:26:53.642,2020-02-01 02:26:53.642,999999,999999,999999,999999,999999,999999,999999,999999,999999,3,0,2305,1.30637e-05,-0.0148583,-0.000989825,0.0500105,0.0021411,0.0588424,0.126708,3.7989,4.77063,4.71202,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,999999,999999,999999,999999,999999,69,2905,520,999999,999999,3580,520,0.014157,115.002808,0.32168,0.0586187,0.125388,0.0485938,0.0241418,8.41215,147.118,123.338,61.4052,-81.0952,1543.66,630.871,-7348.95,-1.82962e+06,6.96869e+06,205702,-14.863,3.35776,3.11696,128,0,14,1,1,3,0,5,7.066313;5.037895;2.846395;-2.142497;0.022045;2.064270,91.766022;105.461746;119.064445;117.930977;104.344841;90.707710,0.000000;0.000943;0.001212;0.016562;0.022621;0.058506;0.071230;0.125360;0.224732;0.294818;0.310303;0.379917;0.386852;0.417485;0.419235;0.419235;0.000000,0.000000;0.000623;0.000874;0.016870;0.024196;0.072278;0.089973;0.165411;0.313720;0.419394;0.444804;0.566926;0.580419;0.690241;0.728933;999999.000000;999999.000000,SVM07_npp_d20200131_t1825564_e1827206_b42809_c20200131194956666236_noac_ops.h5,SVM08_npp_d20200131_t1825564_e1827206_b42809_c20200131194956670241_noac_ops.h5,SVM10_npp_d20200131_t1825564_e1827206_b42809_c20200131194956598642_noac_ops.h5,SVM11_npp_d20200131_t1825564_e1827206_b42809_c20200131194956607224_noac_ops.h5,SVM12_npp_d20200131_t1825564_e1827206_b42809_c20200131194956614703_noac_ops.h5,SVM13_npp_d20200131_t1825564_e1827206_b42809_c20200131194956623073_noac_ops.h5,SVM14_npp_d20200131_t1825564_e1827206_b42809_c20200131194956633177_noac_ops.h5,SVM15_npp_d20200131_t1825564_e1827206_b42809_c20200131194956638443_noac_ops.h5,SVM16_npp_d20200131_t1825564_e1827206_b42809_c20200131194956642075_noac_ops.h5,SVDNB_npp_d20200131_t1825564_e1827206_b42809_c20200131194954299442_noac_ops.h5,GDNBO_npp_d20200131_t1825564_e1827206_b42809_c20200131194954287679_noac_ops.h5,GMTCO_npp_d20200131_t1825564_e1827206_b42809_c20200131194906577388_noac_ops.h5,GDNBO_npp_d20200131_t1825564_e1827206_b42809_c20200131194954287679_noac_ops.h5,VICMO_npp_d20200131_t1825564_e1827206_b42809_c20200131195023784543_noac_ops.h5,,,
105,x1158829E_y001864S_l0525_s3001_v30,2020/01/31 14:12:05,-0.186362,115.882927,2020/01/31 18:26:53.642,2020-02-01 02:26:53.642,999999,999999,999999,999999,999999,999999,999999,999999,999999,3,0,163840,7.58418e-06,-0.0125461,0.00807606,-0.0204325,0.0260302,0.053389,0.111783,3.47886,4.38445,4.32493,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,129,0,129,0,0,0,0,0,0,999999,999999,999999,999999,999999,15,3001,525,999999,999999,3713,530,-0.189451,115.882942,0.343947,0.0586187,0.125388,0.0485938,0.0241418,8.41215,146.27,122.865,64.0197,-80.7813,1543.66,630.871,-7348.95,-1.82962e+06,6.96869e+06,205702,-14.863,3.35776,3.11696,128,0,14,129,1,3,0,7,7.066313;5.037895;2.846395;-2.142497;0.022045;2.064270,91.766022;105.461746;119.064445;117.930977;104.344841;90.707710,0.000000;0.000943;0.001212;0.016562;0.022621;0.058506;0.071230;0.125360;0.224732;0.294818;0.310303;0.379917;0.386852;0.417485;0.419235;0.419235;0.000000,0.000000;0.000623;0.000874;0.016870;0.024196;0.072278;0.089973;0.165411;0.313720;0.419394;0.444804;0.566926;0.580419;0.690241;0.728933;999999.000000;999999.000000,SVM07_npp_d20200131_t1825564_e1827206_b42809_c20200131194956666236_noac_ops.h5,SVM08_npp_d20200131_t1825564_e1827206_b42809_c20200131194956670241_noac_ops.h5,SVM10_npp_d20200131_t1825564_e1827206_b42809_c20200131194956598642_noac_ops.h5,SVM11_npp_d20200131_t1825564_e1827206_b42809_c20200131194956607224_noac_ops.h5,SVM12_npp_d20200131_t1825564_e1827206_b42809_c20200131194956614703_noac_ops.h5,SVM13_npp_d20200131_t1825564_e1827206_b42809_c20200131194956623073_noac_ops.h5,SVM14_npp_d20200131_t1825564_e1827206_b42809_c20200131194956633177_noac_ops.h5,SVM15_npp_d20200131_t1825564_e1827206_b42809_c20200131194956638443_noac_ops.h5,SVM16_npp_d20200131_t1825564_e1827206_b42809_c20200131194956642075_noac_ops.h5,SVDNB_npp_d20200131_t1825564_e1827206_b42809_c20200131194954299442_noac_ops.h5,GDNBO_npp_d20200131_t1825564_e1827206_b42809_c20200131194954287679_noac_ops.h5,GMTCO_npp_d20200131_t1825564_e1827206_b42809_c20200131194906577388_noac_ops.h5,GDNBO_npp_d20200131_t1825564_e1827206_b42809_c20200131194954287679_noac_ops.h5,VICMO_npp_d20200131_t1825564_e1827206_b42809_c20200131195023784543_noac_ops.h5,,,
106,x1175926E_y004633S_l0525_s3151_v30,2020/01/31 14:12:05,-0.463337,117.592621,2020/01/31 18:26:53.642,2020-02-01 02:26:53.642,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,0,176128,0.000397626,-0.012546,0.00807606,0.00696202,0.0260302,0.15909,0.259482,4.30913,5.21338,4.76654,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,999999,999999,999999,999999,999999,36,3151,525,999999,999999,3968,531,-0.466140,117.594933,0.404188,0.0586187,0.125388,0.0485938,0.0241418,8.41215,144.678,121.865,68.4303,-80.8033,1543.66,630.871,-7348.95,-1.82962e+06,6.96869e+06,205702,-14.863,3.35776,3.11696,128,0,0,0,0,0,0,0,7.066313;5.037895;2.846395;-2.142497;0.022045;2.064270,91.766022;105.461746;119.064445;117.930977;104.344841;90.707710,0.000000;0.000943;0.001212;0.016562;0.022621;0.058506;0.071230;0.125360;0.224732;0.294818;0.310303;0.379917;0.386852;0.417485;0.419235;0.419235;0.000000,0.000000;0.000623;0.000874;0.016870;0.024196;0.072278;0.089973;0.165411;0.313720;0.419394;0.444804;0.566926;0.580419;0.690241;0.728933;999999.000000;999999.000000,SVM07_npp_d20200131_t1825564_e1827206_b42809_c20200131194956666236_noac_ops.h5,SVM08_npp_d20200131_t1825564_e1827206_b42809_c20200131194956670241_noac_ops.h5,SVM10_npp_d20200131_t1825564_e1827206_b42809_c20200131194956598642_noac_ops.h5,SVM11_npp_d20200131_t1825564_e1827206_b42809_c20200131194956607224_noac_ops.h5,SVM12_npp_d20200131_t1825564_e1827206_b42809_c20200131194956614703_noac_ops.h5,SVM13_npp_d20200131_t1825564_e1827206_b42809_c20200131194956623073_noac_ops.h5,SVM14_npp_d20200131_t1825564_e1827206_b42809_c20200131194956633177_noac_ops.h5,SVM15_npp_d20200131_t1825564_e1827206_b42809_c20200131194956638443_noac_ops.h5,SVM16_npp_d20200131_t1825564_e1827206_b42809_c20200131194956642075_noac_ops.h5,SVDNB_npp_d20200131_t1825564_e1827206_b42809_c20200131194954299442_noac_ops.h5,GDNBO_npp_d20200131_t1825564_e1827206_b42809_c20200131194954287679_noac_ops.h5,GMTCO_npp_d20200131_t1825564_e1827206_b42809_c20200131194906577388_noac_ops.h5,GDNBO_npp_d20200131_t1825564_e1827206_b42809_c20200131194954287679_noac_ops.h5,VICMO_npp_d20200131_t1825564_e1827206_b42809_c20200131195023784543_noac_ops.h5,,,
154,x1131196E_y011310S_l0733_s2695_v30,2020/01/31 14:12:05,-1.130983,113.119637,2020/01/31 18:27:16.772,2020-02-01 01:27:16.772,999999,999999,999999,999999,999999,999999,999999,999999,999999,3,0,163840,8.80684e-07,0.00256035,-0.000989825,-0.019128,0.0248649,0.108865,0.188134,3.90198,4.76868,4.52203,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,999999,999999,999999,999999,999999,16,2695,733,999999,999999,3346,736,-1.134225,113.117760,0.416807,0.0586187,0.125388,0.0485938,0.0241418,8.41215,147.928,126.441,56.0612,-80.962,1589.92,454.488,-7351.94,-1.79337e+06,6.98125e+06,35674.7,-16.131,-1.09637,-5.46476,0,0,14,129,1,3,0,6,7.066313;5.037895;2.846395;-2.142497;0.022045;2.064270,91.766022;105.461746;119.064445;117.930977;104.344841;90.707710,0.000000;0.000943;0.001212;0.016562;0.022621;0.058506;0.071230;0.125360;0.224732;0.294818;0.310303;0.379917;0.386852;0.417485;0.419235;0.419235;0.000000,0.000000;0.000623;0.000874;0.016870;0.024196;0.072278;0.089973;0.165411;0.313720;0.419394;0.444804;0.566926;0.580419;0.690241;0.728933;999999.000000;999999.000000,SVM07_npp_d20200131_t1825564_e1827206_b42809_c20200131194956666236_noac_ops.h5,SVM08_npp_d20200131_t1825564_e1827206_b42809_c20200131194956670241_noac_ops.h5,SVM10_npp_d20200131_t1825564_e1827206_b42809_c20200131194956598642_noac_ops.h5,SVM11_npp_d20200131_t1825564_e1827206_b42809_c20200131194956607224_noac_ops.h5,SVM12_npp_d20200131_t1825564_e1827206_b42809_c20200131194956614703_noac_ops.h5,SVM13_npp_d20200131_t1825564_e1827206_b42809_c20200131194956623073_noac_ops.h5,SVM14_npp_d20200131_t1825564_e1827206_b42809_c20200131194956633177_noac_ops.h5,SVM15_npp_d20200131_t1825564_e1827206_b42809_c20200131194956638443_noac_ops.h5,SVM16_npp_d20200131_t1825564_e1827206_b42809_c20200131194956642075_noac_ops.h5,SVDNB_npp_d20200131_t1825564_e1827206_b42809_c20200131194954299442_noac_ops.h5,GDNBO_npp_d20200131_t1825564_e1827206_b42809_c20200131194954287679_noac_ops.h5,GMTCO_npp_d20200131_t1825564_e1827206_b42809_c20200131194906577388_noac_ops.h5,GDNBO_npp_d20200131_t1825564_e1827206_b42809_c20200131194954287679_noac_ops.h5,VICMO_npp_d20200131_t1825564_e1827206_b42809_c20200131195023784543_noac_ops.h5,,,
155,x1140875E_y013903S_l0749_s2833_v30,2020/01/31 14:12:05,-1.390338,114.087509,2020/01/31 18:27:18.551,2020-02-01 01:27:18.551,999999,999999,999999,999999,999999,999999,999999,999999,999999,3,0,163840,5.54871e-06,-0.0100372,-0.0523631,-0.0204325,0.0242822,0.0411358,0.0949254,3.34461,4.29512,4.30157,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,129,129,129,0,0,0,0,0,0,999999,999999,999999,999999,999999,15,2833,749,999999,999999,3493,752,-1.390524,114.090828,0.369303,0.0586187,0.125388,0.0485938,0.0241418,8.41215,146.988,125.847,59.5299,-81.0166,1593.42,440.903,-7351.99,-1.79054e+06,6.98204e+06,22593.6,-15.6784,-0.76371,-2.63317,128,0,14,1,1,3,0,5,7.066313;5.037895;2.846395;-2.142497;0.022045;2.064270,91.766022;105.461746;119.064445;117.930977;104.344841;90.707710,0.000000;0.000943;0.001212;0.016562;0.022621;0.058506;0.071230;0.125360;0.224732;0.294818;0.310303;0.379917;0.386852;0.417485;0.419235;0.419235;0.000000,0.000000;0.000623;0.000874;0.016870;0.024196;0.072278;0.089973;0.165411;0.313720;0.419394;0.444804;0.566926;0.580419;0.690241;0.728933;999999.000000;999999.000000,SVM07_npp_d20200131_t1825564_e1827206_b42809_c20200131194956666236_noac_ops.h5,SVM08_npp_d20200131_t1825564_e1827206_b42809_c20200131194956670241_noac_ops.h5,SVM10_npp_d20200131_t1825564_e1827206_b42809_c20200131194956598642_noac_ops.h5,SVM11_npp_d20200131_t1825564_e1827206_b42809_c20200131194956607224_noac_ops.h5,SVM12_npp_d20200131_t1825564_e1827206_b42809_c20200131194956614703_noac_ops.h5,SVM13_npp_d20200131_t1825564_e1827206_b42809_c20200131194956623073_noac_ops.h5,SVM14_npp_d20200131_t1825564_e1827206_b42809_c20200131194956633177_noac_ops.h5,SVM15_npp_d20200131_t1825564_e1827206_b42809_c20200131194956638443_noac_ops.h5,SVM16_npp_d20200131_t1825564_e1827206_b42809_c20200131194956642075_noac_ops.h5,SVDNB_npp_d20200131_t1825564_e1827206_b42809_c20200131194954299442_noac_ops.h5,GDNBO_npp_d20200131_t1825564_e1827206_b42809_c20200131194954287679_noac_ops.h5,GMTCO_npp_d20200131_t1825564_e1827206_b42809_c20200131194906577388_noac_ops.h5,GDNBO_npp_d20200131_t1825564_e1827206_b42809_c20200131194954287679_noac_ops.h5,VICMO_npp_d20200131_t1825564_e1827206_b42809_c20200131195023784543_noac_ops.h5,,,
157,x1166761E_y019027S_l0765_s3105_v30,2020/01/31 14:12:05,-1.902705,116.676147,2020/01/31 18:27:20.331,2020-02-01 02:27:20.331,999999,999999,999999,999999,999999,999999,999999,999999,999999,999999,0,163840,999999,0.0201181,0.00203213,0.00957102,0.0248649,0.215037,0.354428,5.56172,6.53382,5.9454,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999999,999999,999999,999999,999999,38,3105,765,999999,999999,999999,999999,999999.000000,999999.000000,999999,0.0586187,0.125388,0.0485938,0.0241418,8.41215,144.568,124.199,67.03,-81.1332,1596.91,427.314,-7352.02,-1.7877e+06,6.98282e+06,9512.47,-15.6511,0.0309506,-0.309991,0,0,0,0,0,0,0,0,7.066313;5.037895;2.846395;-2.142497;0.022045;2.064270,91.766022;105.461746;119.064445;117.930977;104.344841;90.707710,0.000000;0.000943;0.001212;0.016562;0.022621;0.058506;0.071230;0.125360;0.224732;0.294818;0.310303;0.379917;0.386852;0.417485;0.419235;0.419235;0.000000,0.000000;0.000623;0.000874;0.016870;0.024196;0.072278;0.089973;0.165411;0.313720;0.419394;0.444804;0.566926;0.580419;0.690241;0.728933;999999.000000;999999.000000,SVM07_npp_d20200131_t1825564_e1827206_b42809_c20200131194956666236_noac_ops.h5,SVM08_npp_d20200131_t1825564_e1827206_b42809_c20200131194956670241_noac_ops.h5,SVM10_npp_d20200131_t1825564_e1827206_b42809_c20200131194956598642_noac_ops.h5,SVM11_npp_d20200131_t1825564_e1827206_b42809_c20200131194956607224_noac_ops.h5,SVM12_npp_d20200131_t1825564_e1827206_b42809_c20200131194956614703_noac_ops.h5,SVM13_npp_d20200131_t1825564_e1827206_b42809_c20200131194956623073_noac_ops.h5,SVM14_npp_d20200131_t1825564_e1827206_b42809_c20200131194956633177_noac_ops.h5,SVM15_npp_d20200131_t1825564_e1827206_b42809_c20200131194956638443_noac_ops.h5,SVM16_npp_d20200131_t1825564_e1827206_b42809_c20200131194956642075_noac_ops.h5,SVDNB_npp_d20200131_t1825564_e1827206_b42809_c20200131194954299442_noac_ops.h5,GDNBO_npp_d20200131_t1825564_e1827206_b42809_c20200131194954287679_noac_ops.h5,GMTCO_npp_d20200131_t1825564_e1827206_b42809_c20200131194906577388_noac_ops.h5,GDNBO_npp_d20200131_t1825564_e1827206_b42809_c20200131194954287679_noac_ops.h5,VICMO_npp_d20200131_t1825564_e1827206_b42809_c20200131195023784543_noac_ops.h5,,,
